wdid,teff,logL,parallax,Dpc,G,BP,RP
Gaia DR2 1802936290587532928,10435.0,,12.02034439,83.19,17.002258,17.034466,16.939884
Gaia DR2 1809844934461976832,9557.0,,22.103506,45.24,15.180982,15.227509,15.057241
Gaia DR2 1811300412963816576,4967.0,,16.63413571,60.12,18.691303,19.23253,18.072954
Gaia DR2 1815425638854807552,6533.0,,17.01283331,58.78,17.837467,18.08107,17.449419
Gaia DR2 1815431209434186880,14190.0,,11.20220126,89.27,17.379473,17.358229,17.48313
Gaia DR2 1821533533372197504,9751.0,,10.02783551,99.72,17.719587,17.805487,17.634777
Gaia DR2 1829120747684239104,10109.0,,16.12752808,62.01,16.518393,16.557533,16.438725
Gaia DR2 1829718297906435712,8080.0,,15.98888193,62.54,17.50866,17.651747,17.282728
Gaia DR2 1831139962120557568,7354.0,,11.72054238,85.32,18.598505,18.760374,18.308208
Gaia DR2 1831618524556441216,4722.0,,20.24090259,49.40,18.383268,18.936386,17.72691
Gaia DR2 1833426263409692800,5002.0,,18.25697761,54.77,18.646996,19.16702,18.033888
Gaia DR2 1839493604790492032,6300.0,,12.61827845,79.25,18.34011,18.523266,18.076471
Gaia DR2 1840810858375964544,10381.0,,10.62728839,94.10,17.250006,17.274431,17.204142
Gaia DR2 1843026679248455936,4423.0,,17.73233889,56.39,18.990204,19.68148,18.292528
Gaia DR2 1843503042736512,6349.0,,10.5886948,94.44,18.992609,19.16139,18.665684
Gaia DR2 1845487489350432128,11178.0,,11.74797921,85.12,18.278,18.295464,18.271189
Gaia DR2 1846405001739893376,8107.0,,11.81755421,84.62,18.123505,18.272022,17.918455
Gaia DR2 1847190701579945856,6125.0,,16.5971583,60.25,17.998344,18.261538,17.626528
Gaia DR2 1849790294963100672,9423.0,,11.12116051,89.92,17.523348,17.587172,17.409197
Gaia DR2 1856027854494006784,5045.0,,10.58024387,94.52,19.354393,19.809805,18.81348
Gaia DR2 1856522497282307584,7943.0,,10.7707752,92.84,18.25451,18.395924,18.015589
Gaia DR2 1863047617762316416,5499.0,,14.48094491,69.06,19.255114,19.695152,18.757006
Gaia DR2 1871168679371672960,6461.0,,16.10708497,62.08,17.87615,18.098259,17.48902
Gaia DR2 1871220493849872512,6881.0,,10.87076894,91.99,18.51386,18.757341,18.184937
Gaia DR2 1872522281258366848,4808.0,,20.05168368,49.87,18.491,19.035055,17.835203
Gaia DR2 1874330118886582016,4614.0,,10.92441136,91.54,19.560537,19.856842,19.113935
Gaia DR2 1875301369907249024,5419.0,,32.26884686,30.99,16.96439,17.278751,16.49545
Gaia DR2 1878953187324368000,8726.0,,10.49652448,95.27,17.714516,17.771925,17.585703
Gaia DR2 188501613497444352,8259.0,,10.26979995,97.37,18.19171,18.326263,17.98214
Gaia DR2 189135413232419072,5228.0,,11.3074902,88.44,18.674494,19.147387,18.088776
Gaia DR2 1892992267183979776,4567.0,,27.0502992,36.97,17.826399,18.434603,17.125002
Gaia DR2 1898416364202028160,4882.0,,15.14803111,66.02,19.068653,19.56381,18.429201
Gaia DR2 1899249656576165376,8657.0,,10.65241459,93.88,18.001665,18.107012,17.810658
Gaia DR2 18998908093499520,7978.0,,12.77507765,78.28,18.13618,18.30128,17.878777
Gaia DR2 1907427720985244928,4781.0,,10.26647633,97.40,18.851976,19.355011,18.213764
Gaia DR2 191279838861685120,9772.0,,14.37994644,69.54,17.300133,17.361435,17.207895
Gaia DR2 1913048360003157504,6264.0,,22.56481247,44.32,17.097582,17.323282,16.729626
Gaia DR2 1914595677804443648,5042.0,,11.99323404,83.38,19.363789,19.804382,18.81849
Gaia DR2 1917237872966083840,9364.0,,10.06547779,99.35,17.59255,17.657415,17.509567
Gaia DR2 1919204250728753792,7203.0,,15.56865622,64.23,17.911694,18.077827,17.635923
Gaia DR2 1921344205298938112,4358.0,,12.6543571,79.02,18.915066,19.544544,18.214287
Gaia DR2 1922658911967230848,8607.0,,10.56877262,94.62,17.929123,18.01368,17.731714
Gaia DR2 1922994640971085184,4273.0,,13.09282117,76.38,19.510275,19.937645,19.055534
Gaia DR2 1923900707270978816,6616.0,,16.2776619,61.43,17.693874,17.921055,17.32515
Gaia DR2 1928249928593793536,7989.0,,10.85429927,92.13,18.34903,18.459782,18.152693
Gaia DR2 1929287700069881856,4898.0,,25.28569273,39.55,17.928558,18.454815,17.276464
Gaia DR2 1929718949146744960,5002.0,,14.24289226,70.21,18.28494,18.705465,17.637438
Gaia DR2 1929838143078434432,4553.0,,27.85637085,35.90,17.905216,18.148916,17.609726
Gaia DR2 1932071831012001408,7302.0,,18.29648409,54.66,17.427685,17.605091,17.123547
Gaia DR2 1934167775054199168,5152.0,,11.63737491,85.93,19.419277,19.890097,18.774385
Gaia DR2 1935198601563961600,6447.0,,10.17148045,98.31,19.281403,19.596136,18.858568
Gaia DR2 1936315366080098432,4749.0,,25.29342428,39.54,18.315332,18.850817,17.63042
Gaia DR2 1939842457643560320,6784.0,,11.73555289,85.21,18.683498,18.919306,18.32731
Gaia DR2 1943422948539962240,5695.0,,10.2793423,97.28,19.145346,19.450428,18.734514
Gaia DR2 1946495125767488896,8350.0,,13.5258914,73.93,17.399477,17.509523,17.174229
Gaia DR2 1946586827609023488,7169.0,,14.44621293,69.22,18.173876,18.350458,17.869247
Gaia DR2 1946619817256546048,5077.0,,15.97524816,62.60,18.636919,19.045687,18.023281
Gaia DR2 1947061786576071552,7308.0,,13.63654508,73.33,18.054049,18.224983,17.743277
Gaia DR2 1947673424274107648,9856.0,,10.09584239,99.05,17.344444,17.401628,17.269917
Gaia DR2 1952999355516409600,6984.0,,10.11189816,98.89,18.763763,18.964315,18.397585
Gaia DR2 1955426145180853888,4826.0,,14.26513264,70.10,19.033976,19.580957,18.41408
Gaia DR2 1956199342374321280,5043.0,,22.7323997,43.99,18.023169,18.495575,17.409071
Gaia DR2 1956946052506753280,8302.0,,17.58309086,56.87,16.849144,16.934786,16.68343
Gaia DR2 1957931313707446016,4161.0,,22.48103778,44.48,18.693892,19.351297,17.912195
Gaia DR2 1959267323413510016,4589.0,,17.54348142,57.00,18.950941,19.570719,18.2897
Gaia DR2 196617731593326976,5848.0,,13.33180446,75.01,18.381468,18.615784,17.903498
Gaia DR2 197048460976343168,5961.0,,25.43279383,39.32,17.274933,17.572847,16.833082
Gaia DR2 1971656590373082240,4689.0,,12.6590447,78.99,19.407913,19.954006,18.71378
Gaia DR2 1973393612591331584,7520.0,,10.73875171,93.12,18.259727,18.407885,17.979229
Gaia DR2 1973736007376318080,6513.0,,23.03853993,43.41,17.491709,17.728754,17.097773
Gaia DR2 197605260537796352,7276.0,,14.45888116,69.16,17.793024,17.992527,17.484562
Gaia DR2 1977923153820186496,7463.0,,10.4470421,95.72,18.662605,18.825525,18.472342
Gaia DR2 1984852443596888704,6475.0,,10.24635368,97.60,19.07739,19.3256,18.662909
Gaia DR2 1989676413423470208,5337.0,,14.38211194,69.53,18.916761,19.356022,18.33997
Gaia DR2 1993426577008368640,10639.0,,11.61212487,86.12,16.946789,16.964134,16.904037
Gaia DR2 1993740586359297536,6216.0,,13.41207865,74.56,18.672426,18.999456,18.275106
Gaia DR2 1999411936053433856,5649.0,,13.81901452,72.36,18.353884,18.615707,17.948536
Gaia DR2 1999564768169857792,4763.0,,20.33745976,49.17,18.460096,18.987366,17.753485
Gaia DR2 2003629044184090112,5197.0,,19.00627804,52.61,18.246895,18.725039,17.664282
Gaia DR2 2005542336164195072,7296.0,,16.08655091,62.16,17.746134,17.930754,17.437296
Gaia DR2 2005884249925303168,6398.0,,18.55032843,53.91,17.701529,17.970247,17.307936
Gaia DR2 2006217676803960960,4413.0,,25.40561525,39.36,18.033844,18.639793,17.284712
Gaia DR2 200816315526176384,6835.0,,19.70222891,50.76,17.431805,17.64376,17.104345
Gaia DR2 2008891341190275072,7213.0,,11.71540184,85.36,18.427074,18.625732,18.157454
Gaia DR2 2012467915077073024,4569.0,,14.039607,71.23,19.420013,19.70823,19.125711
Gaia DR2 2014749990114568320,4612.0,,19.05185719,52.49,18.55733,19.125685,17.851755
Gaia DR2 2022852428793868160,9972.0,,17.36057046,57.60,16.470274,16.50976,16.359936
Gaia DR2 2026198517543343104,4715.0,,18.73322974,53.38,18.49481,19.0757,17.825718
Gaia DR2 2032752465815833216,7228.0,,17.66770635,56.60,17.531595,17.74509,17.203293
Gaia DR2 2033628123777625216,8578.0,,11.52283897,86.78,17.090689,17.199059,16.89988
Gaia DR2 2037472772293072256,7531.0,,10.26943827,97.38,18.78377,19.031563,18.5493
Gaia DR2 203833409791964032,7305.0,,14.38389452,69.52,17.730284,17.891088,17.422007
Gaia DR2 2043899619620928000,8913.0,,10.8985675,91.76,17.717201,17.828436,17.613745
Gaia DR2 2047183177953399296,4681.0,,16.55336984,60.41,18.837767,19.418541,18.168177
Gaia DR2 20484382662003968,4623.0,,26.31526431,38.00,17.975254,18.583923,17.279156
Gaia DR2 2052569921645067008,6249.0,,12.58036138,79.49,18.742365,19.004896,18.368837
Gaia DR2 2053730078209836160,4660.0,,16.68744039,59.93,18.95831,19.558914,18.287548
Gaia DR2 2056895194225688064,5979.0,,11.17638403,89.47,19.05263,19.406921,18.571018
Gaia DR2 2063993125898602368,5236.0,,19.8385336,50.41,17.94084,18.279932,17.427431
Gaia DR2 2064284054100290048,4638.0,,28.40637169,35.20,17.876074,18.402096,17.14945
Gaia DR2 2067343097310013056,5932.0,,11.22956965,89.05,18.923975,19.212795,18.500278
Gaia DR2 2069653789716271744,4361.0,,16.11789271,62.04,19.19781,19.811222,18.595013
Gaia DR2 2073342896059014528,4909.0,,21.12050629,47.35,18.25325,18.77689,17.607327
Gaia DR2 2073772770741915264,4953.0,,25.03227351,39.95,18.11396,18.6408,17.527174
Gaia DR2 2074576303279603840,7182.0,,15.08912151,66.27,18.168142,18.393389,17.84838
Gaia DR2 2076379261824157312,4459.0,,16.63885476,60.10,18.266684,18.893507,17.517881
Gaia DR2 2077541308179288064,9726.0,,11.35111463,88.10,17.683708,17.740736,17.598747
Gaia DR2 207878822308303744,6873.0,,21.02932449,47.55,17.15881,17.37034,16.823732
Gaia DR2 2079763318097618688,6051.0,,13.9762196,71.55,18.544916,18.865955,18.123987
Gaia DR2 2082071948917039232,6398.0,,16.69215548,59.91,18.160067,18.424112,17.79025
Gaia DR2 2088154138005729920,3773.0,,20.36065548,49.11,19.032133,19.886086,18.257288
Gaia DR2 2092086476924423808,10477.0,,11.41511593,87.60,16.779716,16.799398,16.729998
Gaia DR2 210000437370798976,9994.0,,11.29699676,88.52,17.034626,17.07225,16.978657
Gaia DR2 2103645230346699776,4250.0,,21.70783888,46.07,18.645906,19.312828,17.907927
Gaia DR2 2109216657624684544,8853.0,,10.51408683,95.11,17.846846,17.916779,17.64488
Gaia DR2 2112829347892877952,6022.0,,21.66703513,46.15,17.60827,17.909716,17.159504
Gaia DR2 2112829549755033472,5031.0,,21.89149311,45.68,18.078495,18.574932,17.473436
Gaia DR2 2114136972159561344,5367.0,,17.52614406,57.06,18.51195,18.83221,17.921068
Gaia DR2 2127165051077115520,7787.0,,11.68118988,85.61,18.13249,18.302486,17.866293
Gaia DR2 2131985103893866752,8490.0,,14.65276766,68.25,17.331799,17.436655,17.106573
Gaia DR2 2132775584035117056,6928.0,,10.81007182,92.51,18.37306,18.584087,18.031994
Gaia DR2 2133275140273211264,7655.0,,12.05929242,82.92,17.964405,18.113981,17.711302
Gaia DR2 213458843820167040,6042.0,,11.18714947,89.39,18.904726,19.150782,18.444416
Gaia DR2 2139525215338375680,6666.0,,16.98251641,58.88,17.872189,18.102894,17.475473
Gaia DR2 2143759842636198784,10514.0,,10.35240184,96.60,17.14541,17.173199,17.086386
Gaia DR2 2146645790077864704,4646.0,,35.6980271,28.01,17.3318,17.894312,16.633696
Gaia DR2 2149331587745863680,4629.0,,26.36555778,37.93,17.098866,17.66521,16.396666
Gaia DR2 2150591795574568192,4579.0,,21.13451513,47.32,18.741394,19.313831,17.999283
Gaia DR2 2150591799870095872,4600.0,,20.89923834,47.85,18.48683,19.066416,17.777594
Gaia DR2 2158542467232812416,7564.0,,10.82139492,92.41,18.4127,18.58401,18.152279
Gaia DR2 2160181598552871040,5985.0,,11.30897895,88.43,18.803654,19.072382,18.411524
Gaia DR2 2169971345155578752,4902.0,,25.81926394,38.73,17.837463,18.362934,17.197578
Gaia DR2 2175037104466620416,4475.0,,19.47006485,51.36,17.812355,18.407076,17.078285
Gaia DR2 2178879313487726208,4851.0,,19.36654884,51.64,18.568127,19.087816,17.932451
Gaia DR2 2179552317674364928,7355.0,,13.78255171,72.56,17.82758,17.977404,17.545078
Gaia DR2 2182363700192666880,10300.0,,12.18450208,82.07,16.857447,16.895521,16.797953
Gaia DR2 2185261016407220224,5967.0,,26.34657297,37.96,17.23564,17.524288,16.78767
Gaia DR2 2185425427753860608,8009.0,,13.40717158,74.59,17.982681,18.092829,17.746368
Gaia DR2 2187056999931457536,7089.0,,21.03626352,47.54,17.458935,17.640043,17.14967
Gaia DR2 2192180273139586176,7802.0,,10.97359312,91.13,18.533142,18.682253,18.289438
Gaia DR2 2200332881281300224,7328.0,,10.13074983,98.71,18.67025,18.848808,18.358599
Gaia DR2 2205493129867600256,5071.0,,26.32583676,37.99,17.478283,17.940075,16.880949
Gaia DR2 2205619397609830656,4879.0,,14.82431619,67.46,18.870068,19.342466,18.312803
Gaia DR2 2208530698238308736,4633.0,,27.39665983,36.50,17.936281,18.547552,17.247671
Gaia DR2 2210319539237234816,7390.0,,11.73538418,85.21,17.860369,17.965437,17.641693
Gaia DR2 2214375294029777408,5044.0,,13.47495632,74.21,19.927744,20.18441,19.63466
Gaia DR2 2223411046231020544,7978.0,,13.7260336,72.85,17.752743,17.898708,17.510712
Gaia DR2 2229836725323068160,7559.0,,10.8850634,91.87,18.23031,18.382942,17.997517
Gaia DR2 2231237949815438080,6739.0,,14.57127894,68.63,18.084644,18.31239,17.724518
Gaia DR2 2236900335916533248,9456.0,,10.8432967,92.22,17.785397,17.836481,17.691292
Gaia DR2 224331059611503232,8411.0,,14.08572312,70.99,17.216383,17.31335,17.060724
Gaia DR2 2251172954619615488,5024.0,,20.27379551,49.32,18.136314,18.633057,17.519358
Gaia DR2 2251362826533155328,6961.0,,11.42537438,87.52,18.621387,18.847967,18.268555
Gaia DR2 2255990327377625984,6907.0,,20.46776759,48.86,17.377377,17.58415,17.033878
Gaia DR2 2256410856215182464,4833.0,,33.0856065,30.22,17.376566,17.870691,16.728226
Gaia DR2 225641157776953984,6908.0,,10.89688219,91.77,18.760393,19.006908,18.4483
Gaia DR2 2264998419985072512,7823.0,,10.22876904,97.76,18.3674,18.48179,18.072506
Gaia DR2 2266129130255848960,4929.0,,16.28409065,61.41,18.809492,19.32489,18.176159
Gaia DR2 2267640688162618624,8431.0,,21.61719317,46.26,16.441437,16.548061,16.24775
Gaia DR2 226946969569258368,4660.0,,18.11290566,55.21,18.666372,19.260197,17.989117
Gaia DR2 2269560710340167296,5125.0,,17.77638676,56.25,18.604456,19.161129,17.971748
Gaia DR2 2270937019726692736,9906.0,,11.75565512,85.07,17.105743,17.150784,17.019203
Gaia DR2 2274756688760436992,7195.0,,10.73724912,93.13,18.34816,18.544823,18.027113
Gaia DR2 2275065002988477440,4710.0,,14.22041603,70.32,20.30743,20.47002,20.33253
Gaia DR2 227733700204888448,5612.0,,11.43288171,87.47,19.274342,19.718592,18.785425
Gaia DR2 2278511250386534016,4232.0,,17.75737207,56.31,18.280487,18.928246,17.474617
Gaia DR2 2281602041998021632,9233.0,,10.05566317,99.45,18.940374,19.015656,18.837124
Gaia DR2 2281894928704322944,8320.0,,19.55052328,51.15,17.67416,17.838448,17.426563
Gaia DR2 2284456545980836736,6903.0,,13.36884039,74.80,18.399193,18.633696,18.053368
Gaia DR2 2290785163113859712,5030.0,,18.57836821,53.83,18.43256,18.92327,17.807686
Gaia DR2 2292010087784542080,6280.0,,10.31491173,96.95,19.130249,19.328512,18.831205
Gaia DR2 2298128358894342912,7065.0,,15.67039495,63.81,17.864632,18.079756,17.550455
Gaia DR2 2302403668123226880,7177.0,,10.77864808,92.78,18.535786,18.71179,18.229061
Gaia DR2 2302839903655974400,9177.0,,12.55707507,79.64,17.747372,17.798903,17.61663
Gaia DR2 2303727858079707136,6043.0,,15.53011455,64.39,18.352274,18.621975,17.90748
Gaia DR2 2309486520165949056,7973.0,,10.63448848,94.03,18.03514,18.148403,17.864931
Gaia DR2 231845598813983744,7250.0,,10.42270296,95.94,18.571688,18.762781,18.30826
Gaia DR2 2319052851148048256,5339.0,,26.49787421,37.74,17.617008,18.005465,17.079712
Gaia DR2 2319372057411906944,4552.0,,17.07433596,58.57,18.48609,19.112751,17.772516
Gaia DR2 2335680765495028224,7172.0,,12.5369587,79.76,18.186195,18.397398,17.849403
Gaia DR2 2336767632741334016,6484.0,,11.10830634,90.02,18.37796,18.617556,18.013649
Gaia DR2 2341036143039965696,7504.0,,14.11739614,70.83,17.835901,17.996944,17.587006
Gaia DR2 2344155045207252608,5062.0,,13.88671637,72.01,19.000828,19.502316,18.380278
Gaia DR2 2354707436255912832,9811.0,,10.09598427,99.05,17.535316,17.58437,17.47295
Gaia DR2 2356304373816227072,4706.0,,21.37069913,46.79,18.306166,18.850937,17.61459
Gaia DR2 2358206636307067520,6881.0,,12.39383713,80.69,18.439663,18.674423,18.08446
Gaia DR2 2358387020637816064,6120.0,,21.26729002,47.02,18.213514,18.552532,17.763128
Gaia DR2 2364587647743373056,4924.0,,19.58905044,51.05,18.58729,19.05922,17.94094
Gaia DR2 2369000163999634176,6446.0,,17.20378202,58.13,17.994148,18.27234,17.585068
Gaia DR2 2371281513189041920,7304.0,,14.26702911,70.09,17.735592,17.911255,17.408346
Gaia DR2 2371518969044898688,6938.0,,11.57222064,86.41,18.703186,18.991676,18.484875
Gaia DR2 2372292509834518912,6793.0,,11.18260773,89.42,18.61657,18.868883,18.271734
Gaia DR2 2375576682347401216,8251.0,,18.98646093,52.67,16.888096,16.98886,16.674765
Gaia DR2 2383207945879144064,6913.0,,14.80594217,67.54,18.224028,18.39374,17.970411
Gaia DR2 2387846647997936640,4531.0,,12.71480964,78.65,19.147993,19.483652,18.745089
Gaia DR2 2389169910242015104,7009.0,,11.3516847,88.09,18.486187,18.698294,18.190145
Gaia DR2 2391132332338720384,4863.0,,23.56742725,42.43,18.203703,18.672832,17.52101
Gaia DR2 2396189673510166784,5726.0,,10.33064239,96.80,18.337608,18.66555,17.922907
Gaia DR2 239721228805415296,11142.0,,32.70621585,30.58,14.78828,14.791563,14.762202
Gaia DR2 2406135786975668352,4997.0,,13.41657399,74.53,19.074478,19.635744,18.478094
Gaia DR2 2411592285226593408,8379.0,,11.06556461,90.37,17.980307,18.111948,17.795614
Gaia DR2 241335036997623296,6555.0,,10.01740833,99.83,18.94108,19.199648,18.569649
Gaia DR2 2423337955632676096,4588.0,,18.41461353,54.30,18.890676,19.48955,18.18094
Gaia DR2 2425650847058388224,5410.0,,22.92672365,43.62,17.80969,18.115051,17.356056
Gaia DR2 2429268309033277184,8615.0,,10.28468384,97.23,17.976212,18.035215,17.803165
Gaia DR2 2431129163744714240,9275.0,,14.65117523,68.25,16.768602,16.790234,16.605162
Gaia DR2 243158134653909760,8031.0,,17.28993564,57.84,17.17117,17.303362,16.952686
Gaia DR2 2445187691214892416,5713.0,,13.17358608,75.91,18.670746,18.932903,18.238676
Gaia DR2 2447815253423324544,5207.0,,22.54115736,44.36,17.780184,18.14148,17.250261
Gaia DR2 2450558049601994496,5793.0,,14.9633595,66.83,18.383886,18.664648,17.97638
Gaia DR2 2451840221895091584,10240.0,,11.88090334,84.17,16.976221,17.01248,16.917906
Gaia DR2 2452953438762507520,7350.0,,13.87113181,72.09,17.95988,18.154848,17.670128
Gaia DR2 2457903341327950336,10423.0,,11.00852384,90.84,17.182875,17.215141,17.137697
Gaia DR2 2460110885797604992,6847.0,,22.32016578,44.80,16.943932,17.144655,16.58932
Gaia DR2 2464597369980330880,5627.0,,12.6803452,78.86,19.097622,19.38864,18.542406
Gaia DR2 246553113023408256,4925.0,,16.33122503,61.23,18.83441,19.400396,18.230907
Gaia DR2 2470534148654250240,4785.0,,19.2217671,52.02,18.541714,19.06332,17.863579
Gaia DR2 2475572527545073792,4686.0,,16.47473047,60.70,19.007273,19.51618,18.301846
Gaia DR2 247739176832560384,4879.0,,13.64935544,73.26,19.150558,19.708979,18.522394
Gaia DR2 2480799056067605760,7578.0,,12.72526181,78.58,18.186987,18.314661,17.919443
Gaia DR2 248346828806376704,4924.0,,12.0305891,83.12,19.69649,20.276773,19.217823
Gaia DR2 2490494240363793792,7652.0,,15.92120905,62.81,17.343449,17.454378,17.123856
Gaia DR2 2493788171042047616,7238.0,,19.3850168,51.59,17.372026,17.544966,17.098495
Gaia DR2 250422191362602112,5154.0,,11.60997215,86.13,19.477179,19.955343,18.92636
Gaia DR2 2504879597666546048,5007.0,,10.99472417,90.95,19.425097,19.93045,18.969461
Gaia DR2 2512123111550915968,7777.0,,22.07578924,45.30,16.61737,16.765802,16.369026
Gaia DR2 251443603306135168,7222.0,,10.02103008,99.79,18.85725,19.091133,18.571007
Gaia DR2 2515570454165603456,5087.0,,13.64390457,73.29,19.451958,19.917208,18.863012
Gaia DR2 2530509724810602496,5514.0,,23.69794846,42.20,17.777494,18.084162,17.318111
Gaia DR2 2532236546477272192,7606.0,,14.31794268,69.84,17.611917,17.758757,17.384428
Gaia DR2 253270579314396800,5474.0,,13.23960836,75.53,19.003454,19.4142,18.480465
Gaia DR2 253912487945341952,6868.0,,22.69607328,44.06,17.358946,17.59893,16.998085
Gaia DR2 2540716216374137984,4820.0,,14.04711868,71.19,19.050104,19.568655,18.402935
Gaia DR2 2541549062071571968,4538.0,,25.75842616,38.82,18.077408,18.713207,17.362934
Gaia DR2 2542192757410302720,4346.0,,12.73882698,78.50,20.20363,21.166288,19.588583
Gaia DR2 2545590733671247744,4875.0,,23.41462774,42.71,17.684444,18.09276,17.031166
Gaia DR2 2552160826748508672,5307.0,,12.31048232,81.23,18.988106,19.407282,18.515667
Gaia DR2 2553935752048977792,6418.0,,35.99725631,27.78,16.091818,16.322256,15.706307
Gaia DR2 2558321974514561408,11179.0,,10.13281691,98.69,16.981281,16.99015,16.957977
Gaia DR2 2562026950744670848,4634.0,,18.30133301,54.64,18.837877,19.416147,18.139477
Gaia DR2 2571671561799507968,5053.0,,10.64136154,93.97,19.640429,20.075743,19.092243
Gaia DR2 2574163909846061568,5026.0,,14.0669049,71.09,19.134977,19.602383,18.525238
Gaia DR2 2574620550768898432,6952.0,,31.74661557,31.50,16.069262,16.2286,15.767987
